usage_month,account_id,product_id,consumed_units,consumed_value
2024-07-01,ACC-0001,ONCALL,3.74,3740.0
2024-08-01,ACC-0001,ONCALL,4.29,4290.0
2024-09-01,ACC-0001,ONCALL,3.71,3710.0
2024-10-01,ACC-0001,ONCALL,4.19,4190.0
2024-11-01,ACC-0001,ONCALL,4.38,4380.0
2024-12-01,ACC-0001,ONCALL,4.64,4640.0
2025-01-01,ACC-0001,ONCALL,3.93,3930.0
2025-02-01,ACC-0001,ONCALL,3.67,3670.0
2025-03-01,ACC-0001,ONCALL,3.36,3360.0
2025-04-01,ACC-0001,ONCALL,4.55,4550.0
2025-05-01,ACC-0001,ONCALL,3.43,3430.0
2025-06-01,ACC-0001,ONCALL,3.59,3590.0
2025-07-01,ACC-0001,ONCALL,4.0,4000.0
2025-08-01,ACC-0001,ONCALL,4.87,4870.0
2025-09-01,ACC-0001,ONCALL,4.51,4510.0
2023-06-01,ACC-0002,ENT-STACK,4.42,34991.67
2023-07-01,ACC-0002,ENT-STACK,6.6,52250.0
2023-08-01,ACC-0002,ENT-STACK,5.5,43541.67
2023-09-01,ACC-0002,ENT-STACK,4.02,31825.0
2023-10-01,ACC-0002,ENT-STACK,5.23,41404.17
2023-11-01,ACC-0002,ENT-STACK,4.09,32379.17
2024-08-01,ACC-0002,GC-TRACES,2.38,3173.33
2024-09-01,ACC-0002,GC-TRACES,2.36,3146.67
2024-10-01,ACC-0002,GC-TRACES,1.99,2653.33
2024-11-01,ACC-0002,GC-TRACES,2.05,2733.33
2024-12-01,ACC-0002,GC-TRACES,1.91,2546.67
2025-01-01,ACC-0002,GC-TRACES,2.11,2813.33
2025-02-01,ACC-0002,GC-TRACES,1.97,2626.67
2025-03-01,ACC-0002,GC-TRACES,2.07,2760.0
2025-04-01,ACC-0002,GC-TRACES,2.02,2693.33
2023-06-01,ACC-0002,TEMPO-ENT,2.15,5016.67
2023-07-01,ACC-0002,TEMPO-ENT,2.38,5553.33
2023-08-01,ACC-0002,TEMPO-ENT,1.78,4153.33
2023-09-01,ACC-0002,TEMPO-ENT,1.99,4643.33
2023-10-01,ACC-0002,TEMPO-ENT,2.37,5530.0
2023-11-01,ACC-0002,TEMPO-ENT,2.06,4806.67
2023-12-01,ACC-0002,TEMPO-ENT,1.76,4106.67
2024-01-01,ACC-0002,TEMPO-ENT,1.69,3943.33
2024-02-01,ACC-0002,TEMPO-ENT,2.34,5460.0
2024-03-01,ACC-0002,TEMPO-ENT,2.22,5180.0
2024-04-01,ACC-0002,TEMPO-ENT,2.35,5483.33
2024-05-01,ACC-0002,TEMPO-ENT,2.34,5460.0
2024-06-01,ACC-0002,TEMPO-ENT,1.78,4153.33
2024-07-01,ACC-0002,TEMPO-ENT,2.37,5530.0
2024-08-01,ACC-0002,TEMPO-ENT,2.06,4806.67
2024-09-01,ACC-0002,TEMPO-ENT,2.04,4760.0
2024-10-01,ACC-0002,TEMPO-ENT,2.14,4993.33
2024-11-01,ACC-0002,TEMPO-ENT,1.88,4386.67
2024-12-01,ACC-0002,TEMPO-ENT,2.32,5413.33
2025-01-01,ACC-0002,TEMPO-ENT,2.37,5530.0
2025-02-01,ACC-0002,TEMPO-ENT,2.21,5156.67
2025-03-01,ACC-0002,TEMPO-ENT,2.39,5576.67
2025-04-01,ACC-0002,TEMPO-ENT,2.15,5016.67
2025-05-01,ACC-0002,TEMPO-ENT,2.25,5250.0
2025-06-01,ACC-0002,TEMPO-ENT,2.2,5133.33
2025-07-01,ACC-0002,TEMPO-ENT,2.34,5460.0
2025-08-01,ACC-0002,TEMPO-ENT,1.92,4480.0
2025-09-01,ACC-0002,TEMPO-ENT,1.75,4083.33
2025-10-01,ACC-0002,TEMPO-ENT,2.02,4713.33
2025-11-01,ACC-0002,TEMPO-ENT,1.7,3966.67
2025-12-01,ACC-0002,TEMPO-ENT,2.16,5040.0
2023-06-01,ACC-0002,SLO,5.95,6941.67
2023-07-01,ACC-0002,SLO,7.37,8598.33
2023-08-01,ACC-0002,SLO,6.09,7105.0
2023-09-01,ACC-0002,SLO,4.95,5775.0
2023-10-01,ACC-0002,SLO,4.83,5635.0
2023-11-01,ACC-0002,SLO,6.73,7851.67
2023-12-01,ACC-0002,SLO,6.54,7630.0
2024-01-01,ACC-0002,SLO,5.37,6265.0
2024-02-01,ACC-0002,SLO,7.68,8960.0
2024-03-01,ACC-0002,SLO,5.55,6475.0
2024-04-01,ACC-0002,SLO,4.72,5506.67
2024-05-01,ACC-0002,SLO,6.39,7455.0
2024-06-01,ACC-0002,SLO,6.09,7105.0
2024-07-01,ACC-0002,SLO,6.82,7956.67
2024-08-01,ACC-0002,SLO,4.93,5751.67
2024-09-01,ACC-0002,SLO,6.31,7361.67
2024-10-01,ACC-0002,SLO,5.28,6160.0
2024-11-01,ACC-0002,SLO,5.68,6626.67
2024-12-01,ACC-0002,SLO,6.61,7711.67
2025-01-01,ACC-0002,SLO,7.7,8983.33
2025-02-01,ACC-0002,SLO,7.59,8855.0
2025-03-01,ACC-0002,SLO,5.82,6790.0
2025-04-01,ACC-0002,SLO,5.13,5985.0
2025-05-01,ACC-0002,SLO,7.41,8645.0
2025-06-01,ACC-0002,SLO,5.85,6825.0
2025-07-01,ACC-0002,SLO,5.86,6836.67
2025-08-01,ACC-0002,SLO,5.57,6498.33
2025-09-01,ACC-0002,SLO,5.79,6755.0
2025-10-01,ACC-0002,SLO,7.82,9123.33
2025-11-01,ACC-0002,SLO,7.48,8726.67
2025-12-01,ACC-0002,SLO,4.93,5751.67
2023-12-01,ACC-0002,ENT-STACK,9.98,79008.33
2024-01-01,ACC-0002,ENT-STACK,9.04,71566.67
2024-02-01,ACC-0002,ENT-STACK,9.12,72200.0
2024-03-01,ACC-0002,ENT-STACK,8.31,65787.5
2024-04-01,ACC-0002,ENT-STACK,9.94,78691.67
2024-05-01,ACC-0002,ENT-STACK,10.43,82570.83
2024-06-01,ACC-0002,ENT-STACK,9.94,78691.67
2024-07-01,ACC-0002,ENT-STACK,9.03,71487.5
2024-08-01,ACC-0002,ENT-STACK,10.25,81145.83
2024-09-01,ACC-0002,ENT-STACK,9.56,75683.33
2024-10-01,ACC-0002,ENT-STACK,8.26,65391.67
2024-11-01,ACC-0002,ENT-STACK,8.72,69033.33
2024-12-01,ACC-0002,ENT-STACK,10.69,84629.17
2025-01-01,ACC-0002,ENT-STACK,9.35,74020.83
2025-02-01,ACC-0002,ENT-STACK,8.81,69745.83
2025-03-01,ACC-0002,ENT-STACK,10.53,83362.5
2025-04-01,ACC-0002,ENT-STACK,9.54,75525.0
2025-05-01,ACC-0002,ENT-STACK,8.92,70616.67
2025-06-01,ACC-0002,ENT-STACK,7.86,62225.0
2025-07-01,ACC-0002,ENT-STACK,9.68,76633.33
2025-08-01,ACC-0002,ENT-STACK,8.63,68320.83
2025-09-01,ACC-0002,ENT-STACK,8.35,66104.17
2025-10-01,ACC-0002,ENT-STACK,9.17,72595.83
2025-11-01,ACC-0002,ENT-STACK,9.48,75050.0
2025-12-01,ACC-0002,ENT-STACK,10.48,82966.67
2025-05-01,ACC-0002,GC-TRACES,5.01,6680.0
2025-06-01,ACC-0002,GC-TRACES,5.56,7413.33
2025-07-01,ACC-0002,GC-TRACES,3.91,5213.33
2025-08-01,ACC-0002,GC-TRACES,6.45,8600.0
2025-09-01,ACC-0002,GC-TRACES,6.47,8626.67
2025-10-01,ACC-0002,GC-TRACES,4.75,6333.33
2025-11-01,ACC-0002,GC-TRACES,5.58,7440.0
2025-12-01,ACC-0002,GC-TRACES,5.27,7026.67
2025-01-01,ACC-0003,TEMPO-ENT,8.63,20136.67
2025-02-01,ACC-0003,TEMPO-ENT,9.1,21233.33
2024-10-01,ACC-0003,ENT-STACK,12.18,96425.0
2024-11-01,ACC-0003,ENT-STACK,12.9,102125.0
2024-12-01,ACC-0003,ENT-STACK,13.85,109645.83
2025-01-01,ACC-0003,ENT-STACK,11.96,94683.33
2025-02-01,ACC-0003,ENT-STACK,12.26,97058.33
2025-03-01,ACC-0003,ENT-STACK,13.04,103233.33
2025-04-01,ACC-0003,ENT-STACK,11.28,89300.0
2025-05-01,ACC-0003,ENT-STACK,10.78,85341.67
2025-06-01,ACC-0003,ENT-STACK,11.41,90329.17
2025-07-01,ACC-0003,ENT-STACK,14.25,112812.5
2025-08-01,ACC-0003,ENT-STACK,10.58,83758.33
2025-03-01,ACC-0003,TEMPO-ENT,8.79,20510.0
2025-04-01,ACC-0003,TEMPO-ENT,8.6,20066.67
2025-05-01,ACC-0003,TEMPO-ENT,7.83,18270.0
2025-06-01,ACC-0003,TEMPO-ENT,9.68,22586.67
2025-07-01,ACC-0003,TEMPO-ENT,10.92,25480.0
2025-08-01,ACC-0003,TEMPO-ENT,10.25,23916.67
2025-09-01,ACC-0003,TEMPO-ENT,8.33,19436.67
2025-10-01,ACC-0003,TEMPO-ENT,9.88,23053.33
2025-11-01,ACC-0003,TEMPO-ENT,6.79,15843.33
2025-12-01,ACC-0003,TEMPO-ENT,7.83,18270.0
2025-09-01,ACC-0003,ENT-STACK,6.05,47895.83
2025-10-01,ACC-0003,ENT-STACK,8.86,70141.67
2025-11-01,ACC-0003,ENT-STACK,5.12,40533.33
2025-12-01,ACC-0003,ENT-STACK,5.26,41641.67
2023-02-01,ACC-0004,GC-TRACES,8.67,11560.0
2023-03-01,ACC-0004,GC-TRACES,9.93,13240.0
2023-04-01,ACC-0004,GC-TRACES,6.34,8453.33
2023-05-01,ACC-0004,GC-TRACES,7.3,9733.33
2023-06-01,ACC-0004,GC-TRACES,8.68,11573.33
2023-07-01,ACC-0004,GC-TRACES,6.45,8600.0
2023-08-01,ACC-0004,GC-TRACES,6.92,9226.67
2023-09-01,ACC-0004,GC-TRACES,8.64,11520.0
2023-10-01,ACC-0004,GC-TRACES,9.18,12240.0
2023-11-01,ACC-0004,GC-TRACES,8.52,11360.0
2023-12-01,ACC-0004,GC-TRACES,6.81,9080.0
2024-01-01,ACC-0004,GC-TRACES,7.43,9906.67
2024-02-01,ACC-0004,GC-TRACES,7.4,9866.67
2024-03-01,ACC-0004,GC-TRACES,9.49,12653.33
2024-04-01,ACC-0004,GC-TRACES,9.32,12426.67
2024-05-01,ACC-0004,GC-TRACES,7.22,9626.67
2024-06-01,ACC-0004,GC-TRACES,8.91,11880.0
2024-07-01,ACC-0004,GC-TRACES,7.58,10106.67
2024-08-01,ACC-0004,GC-TRACES,8.26,11013.33
2024-09-01,ACC-0004,GC-TRACES,7.54,10053.33
2024-10-01,ACC-0004,GC-TRACES,6.72,8960.0
2024-11-01,ACC-0004,GC-TRACES,6.69,8920.0
2024-12-01,ACC-0004,GC-TRACES,7.26,9680.0
2025-01-01,ACC-0004,GC-TRACES,9.23,12306.67
2025-02-01,ACC-0004,GC-TRACES,7.78,10373.33
2025-03-01,ACC-0004,GC-TRACES,9.8,13066.67
2025-04-01,ACC-0004,GC-TRACES,6.79,9053.33
2025-05-01,ACC-0004,GC-TRACES,7.01,9346.67
2025-06-01,ACC-0004,GC-TRACES,8.14,10853.33
2025-07-01,ACC-0004,GC-TRACES,9.44,12586.67
2025-08-01,ACC-0004,GC-TRACES,9.3,12400.0
2025-09-01,ACC-0004,GC-TRACES,8.36,11146.67
2025-10-01,ACC-0004,GC-TRACES,8.88,11840.0
2025-11-01,ACC-0004,GC-TRACES,9.92,13226.67
2025-12-01,ACC-0004,GC-TRACES,9.5,12666.67
2024-01-01,ACC-0005,GC-METRICS,7.87,11805.0
2024-02-01,ACC-0005,GC-METRICS,6.02,9030.0
2024-03-01,ACC-0005,GC-METRICS,7.01,10515.0
2024-04-01,ACC-0005,GC-METRICS,5.91,8865.0
2024-05-01,ACC-0005,GC-METRICS,8.05,12075.0
2024-06-01,ACC-0005,GC-METRICS,8.35,12525.0
2024-07-01,ACC-0005,GC-METRICS,7.07,10605.0
2024-08-01,ACC-0005,GC-METRICS,6.58,9870.0
2024-09-01,ACC-0005,GC-METRICS,6.73,10095.0
2024-10-01,ACC-0005,GC-METRICS,8.04,12060.0
2024-11-01,ACC-0005,GC-METRICS,8.25,12375.0
2024-12-01,ACC-0005,GC-METRICS,7.41,11115.0
2025-01-01,ACC-0005,GC-METRICS,7.89,11835.0
2025-02-01,ACC-0005,GC-METRICS,6.67,10005.0
2025-03-01,ACC-0005,GC-METRICS,7.73,11595.0
2025-04-01,ACC-0005,GC-METRICS,5.77,8655.0
2025-05-01,ACC-0005,GC-METRICS,8.03,12045.0
2025-06-01,ACC-0005,GC-METRICS,6.33,9495.0
2025-07-01,ACC-0005,GC-METRICS,8.15,12225.0
2025-08-01,ACC-0005,GC-METRICS,6.1,9150.0
2025-09-01,ACC-0005,GC-METRICS,6.34,9510.0
2025-10-01,ACC-0005,GC-METRICS,6.05,9075.0
2025-11-01,ACC-0005,GC-METRICS,6.06,9090.0
2025-12-01,ACC-0005,GC-METRICS,5.91,8865.0
2024-01-01,ACC-0005,GC-LOGS,6.44,11806.67
2024-02-01,ACC-0005,GC-LOGS,6.21,11385.0
2024-03-01,ACC-0005,GC-LOGS,7.38,13530.0
2024-04-01,ACC-0005,GC-LOGS,7.25,13291.67
2024-05-01,ACC-0005,GC-LOGS,6.66,12210.0
2024-06-01,ACC-0005,GC-LOGS,6.25,11458.33
2024-07-01,ACC-0005,GC-LOGS,7.83,14355.0
2024-08-01,ACC-0005,GC-LOGS,7.66,14043.33
2024-09-01,ACC-0005,GC-LOGS,7.35,13475.0
2024-10-01,ACC-0005,GC-LOGS,8.45,15491.67
2024-11-01,ACC-0005,GC-LOGS,6.27,11495.0
2024-12-01,ACC-0005,GC-LOGS,6.92,12686.67
2025-01-01,ACC-0005,GC-LOGS,6.19,11348.33
2025-02-01,ACC-0005,GC-LOGS,6.41,11751.67
2025-03-01,ACC-0005,GC-LOGS,6.47,11861.67
2025-04-01,ACC-0005,GC-LOGS,7.68,14080.0
2025-05-01,ACC-0005,GC-LOGS,7.64,14006.67
2025-06-01,ACC-0005,GC-LOGS,6.67,12228.33
2025-07-01,ACC-0005,GC-LOGS,7.85,14391.67
2025-08-01,ACC-0005,GC-LOGS,6.24,11440.0
2025-09-01,ACC-0005,GC-LOGS,6.53,11971.67
2025-10-01,ACC-0005,GC-LOGS,8.04,14740.0
2025-11-01,ACC-0005,GC-LOGS,6.86,12576.67
2025-12-01,ACC-0005,GC-LOGS,7.62,13970.0
2025-02-01,ACC-0005,ONCALL,1.16,1160.0
2025-03-01,ACC-0005,ONCALL,1.32,1320.0
2025-04-01,ACC-0005,ONCALL,0.97,970.0
2025-05-01,ACC-0005,ONCALL,1.21,1210.0
2025-06-01,ACC-0005,ONCALL,0.87,870.0
2025-07-01,ACC-0005,ONCALL,1.21,1210.0
2025-08-01,ACC-0005,ONCALL,0.81,810.0
2025-09-01,ACC-0005,ONCALL,0.95,950.0
2025-10-01,ACC-0005,ONCALL,0.93,930.0
2025-11-01,ACC-0005,ONCALL,1.0,1000.0
2025-12-01,ACC-0005,ONCALL,1.45,1450.0
2023-04-01,ACC-0006,GC-LOGS,1.07,1961.67
2023-05-01,ACC-0006,GC-LOGS,1.21,2218.33
2023-06-01,ACC-0006,GC-LOGS,1.21,2218.33
2023-07-01,ACC-0006,GC-LOGS,1.16,2126.67
2023-08-01,ACC-0006,GC-LOGS,0.89,1631.67
2023-09-01,ACC-0006,GC-LOGS,1.05,1925.0
2023-10-01,ACC-0006,GC-LOGS,0.68,1246.67
2023-11-01,ACC-0006,GC-LOGS,1.03,1888.33
2023-12-01,ACC-0006,GC-LOGS,0.62,1136.67
2024-01-01,ACC-0006,GC-LOGS,1.15,2108.33
2024-02-01,ACC-0006,GC-LOGS,1.25,2291.67
2024-03-01,ACC-0006,GC-LOGS,0.85,1558.33
2024-04-01,ACC-0006,GC-LOGS,0.92,1686.67
2024-05-01,ACC-0006,GC-LOGS,0.71,1301.67
2024-06-01,ACC-0006,GC-LOGS,0.4,733.33
2024-07-01,ACC-0006,GC-LOGS,0.4,733.33
2024-08-01,ACC-0006,GC-LOGS,0.41,751.67
2024-09-01,ACC-0006,GC-LOGS,0.63,1155.0
2024-10-01,ACC-0006,GC-LOGS,0.61,1118.33
2024-11-01,ACC-0006,GC-LOGS,0.56,1026.67
2024-12-01,ACC-0006,GC-LOGS,0.37,678.33
2025-01-01,ACC-0006,GC-LOGS,0.48,880.0
2025-02-01,ACC-0006,GC-LOGS,0.4,733.33
2025-03-01,ACC-0006,GC-LOGS,0.46,843.33
2025-04-01,ACC-0006,GC-LOGS,0.58,1063.33
2025-05-01,ACC-0006,GC-LOGS,0.47,861.67
2025-06-01,ACC-0006,GC-LOGS,1.19,2181.67
2025-07-01,ACC-0006,GC-LOGS,1.61,2951.67
2025-08-01,ACC-0006,GC-LOGS,1.21,2218.33
2025-09-01,ACC-0006,GC-LOGS,1.52,2786.67
2025-10-01,ACC-0006,GC-LOGS,1.55,2841.67
2025-11-01,ACC-0006,GC-LOGS,3.46,6343.33
2025-12-01,ACC-0006,GC-LOGS,3.08,5646.67
2025-05-01,ACC-0007,ONCALL,0.7,700.0
2025-06-01,ACC-0007,ONCALL,0.82,820.0
2025-07-01,ACC-0007,ONCALL,0.9,900.0
2025-08-01,ACC-0007,ONCALL,0.69,690.0
2025-09-01,ACC-0007,ONCALL,0.71,710.0
2025-10-01,ACC-0007,ONCALL,0.81,810.0
2025-11-01,ACC-0007,ONCALL,0.88,880.0
2025-12-01,ACC-0007,ONCALL,0.7,700.0
2025-05-01,ACC-0007,TEMPO-ENT,4.71,10990.0
2025-06-01,ACC-0007,TEMPO-ENT,3.11,7256.67
2025-07-01,ACC-0007,TEMPO-ENT,3.75,8750.0
2025-08-01,ACC-0007,TEMPO-ENT,4.75,11083.33
2025-09-01,ACC-0007,TEMPO-ENT,2.56,5973.33
2025-10-01,ACC-0007,TEMPO-ENT,4.36,10173.33
2025-11-01,ACC-0007,TEMPO-ENT,4.08,9520.0
2025-12-01,ACC-0007,TEMPO-ENT,2.95,6883.33
2025-11-01,ACC-0007,ENT-STACK,10.96,86766.67
2025-12-01,ACC-0007,ENT-STACK,11.55,91437.5
2023-04-01,ACC-0008,TEMPO-ENT,10.37,24196.67
2023-05-01,ACC-0008,TEMPO-ENT,11.38,26553.33
2023-06-01,ACC-0008,TEMPO-ENT,12.3,28700.0
2023-07-01,ACC-0008,TEMPO-ENT,12.42,28980.0
2023-08-01,ACC-0008,TEMPO-ENT,10.88,25386.67
2023-09-01,ACC-0008,TEMPO-ENT,9.7,22633.33
2023-10-01,ACC-0008,TEMPO-ENT,10.69,24943.33
2023-11-01,ACC-0008,TEMPO-ENT,9.62,22446.67
2023-12-01,ACC-0008,TEMPO-ENT,10.81,25223.33
2024-01-01,ACC-0008,TEMPO-ENT,9.97,23263.33
2024-02-01,ACC-0008,TEMPO-ENT,12.27,28630.0
2024-03-01,ACC-0008,TEMPO-ENT,9.32,21746.67
2024-04-01,ACC-0008,TEMPO-ENT,11.61,27090.0
2024-05-01,ACC-0008,TEMPO-ENT,11.91,27790.0
2024-06-01,ACC-0008,TEMPO-ENT,10.84,25293.33
2024-07-01,ACC-0008,TEMPO-ENT,9.31,21723.33
2024-08-01,ACC-0008,TEMPO-ENT,9.8,22866.67
2024-09-01,ACC-0008,TEMPO-ENT,11.18,26086.67
2024-10-01,ACC-0008,TEMPO-ENT,10.28,23986.67
2024-11-01,ACC-0008,TEMPO-ENT,12.03,28070.0
2024-12-01,ACC-0008,TEMPO-ENT,11.93,27836.67
2025-01-01,ACC-0008,TEMPO-ENT,15.57,36330.0
2025-02-01,ACC-0008,TEMPO-ENT,15.66,36540.0
2024-12-01,ACC-0009,ENT-STACK,8.04,63650.0
2025-01-01,ACC-0009,ENT-STACK,7.3,57791.67
2025-02-01,ACC-0009,ENT-STACK,6.31,49954.17
2025-03-01,ACC-0009,ENT-STACK,6.66,52725.0
2025-04-01,ACC-0009,ENT-STACK,8.89,70379.17
2025-05-01,ACC-0009,ENT-STACK,7.54,59691.67
2025-06-01,ACC-0009,ENT-STACK,9.29,73545.83
2025-07-01,ACC-0009,ENT-STACK,5.32,42116.67
2025-08-01,ACC-0009,ENT-STACK,7.04,55733.33
2025-09-01,ACC-0009,ENT-STACK,9.13,72279.17
2025-10-01,ACC-0009,ENT-STACK,6.84,54150.0
2025-11-01,ACC-0009,ENT-STACK,6.54,51775.0
2025-12-01,ACC-0009,ENT-STACK,6.8,53833.33
2024-12-01,ACC-0009,SLO,3.62,4223.33
2025-01-01,ACC-0009,SLO,5.36,6253.33
2025-02-01,ACC-0009,SLO,5.79,6755.0
2025-03-01,ACC-0009,SLO,6.17,7198.33
2025-04-01,ACC-0009,SLO,3.58,4176.67
2025-05-01,ACC-0009,SLO,4.54,5296.67
2025-06-01,ACC-0009,SLO,4.11,4795.0
2025-07-01,ACC-0009,SLO,4.39,5121.67
2025-08-01,ACC-0009,SLO,5.74,6696.67
2025-09-01,ACC-0009,SLO,5.04,5880.0
2025-10-01,ACC-0009,SLO,4.75,5541.67
2025-11-01,ACC-0009,SLO,4.98,5810.0
2025-12-01,ACC-0009,SLO,4.93,5751.67
2023-09-01,ACC-0010,GC-METRICS,2.87,4305.0
2023-10-01,ACC-0010,GC-METRICS,2.5,3750.0
2023-11-01,ACC-0010,GC-METRICS,2.37,3555.0
2023-12-01,ACC-0010,GC-METRICS,2.49,3735.0
2024-01-01,ACC-0010,GC-METRICS,3.0,4500.0
2024-02-01,ACC-0010,GC-METRICS,2.62,3930.0
2024-03-01,ACC-0010,GC-METRICS,2.33,3495.0
2024-04-01,ACC-0010,GC-METRICS,3.01,4515.0
2024-05-01,ACC-0010,GC-METRICS,2.3,3450.0
2024-06-01,ACC-0010,GC-METRICS,1.98,2970.0
2024-07-01,ACC-0010,GC-METRICS,2.0,3000.0
2024-08-01,ACC-0010,GC-METRICS,2.86,4290.0
2024-09-01,ACC-0010,GC-METRICS,2.33,3495.0
2024-10-01,ACC-0010,GC-METRICS,2.75,4125.0
2024-11-01,ACC-0010,GC-METRICS,1.98,2970.0
2024-12-01,ACC-0010,GC-METRICS,2.91,4365.0
2025-01-01,ACC-0010,GC-METRICS,2.32,3480.0
2025-02-01,ACC-0010,GC-METRICS,2.06,3090.0
2025-03-01,ACC-0010,GC-METRICS,2.32,3480.0
2025-04-01,ACC-0010,GC-METRICS,2.34,3510.0
2025-05-01,ACC-0010,GC-METRICS,2.33,3495.0
2025-06-01,ACC-0010,GC-METRICS,2.67,4005.0
2025-07-01,ACC-0010,GC-METRICS,2.22,3330.0
2025-08-01,ACC-0010,GC-METRICS,2.65,3975.0
2025-09-01,ACC-0010,GC-METRICS,2.59,3885.0
2025-10-01,ACC-0010,GC-METRICS,2.94,4410.0
2025-11-01,ACC-0010,GC-METRICS,2.02,3030.0
2025-12-01,ACC-0010,GC-METRICS,2.28,3420.0
2023-09-01,ACC-0010,SLO,5.4,6300.0
2023-10-01,ACC-0010,SLO,3.77,4398.33
2023-11-01,ACC-0010,SLO,5.78,6743.33
2023-12-01,ACC-0010,SLO,5.02,5856.67
2024-01-01,ACC-0010,SLO,5.32,6206.67
2024-02-01,ACC-0010,SLO,5.02,5856.67
2024-03-01,ACC-0010,SLO,3.72,4340.0
2024-04-01,ACC-0010,SLO,5.17,6031.67
2024-05-01,ACC-0010,SLO,3.72,4340.0
2024-06-01,ACC-0010,SLO,4.68,5460.0
2024-07-01,ACC-0010,SLO,5.5,6416.67
2024-08-01,ACC-0010,SLO,4.7,5483.33
